BirdID,Age,BreedStage,DateGMT,TimeGMT,Latitude,Longitude,TrackID,Sex,Equinox,ArgosQuality
GV37734,Adult,chick-rearing,2018-07-08,04:22:11,-5.681348,72.317474,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,04:27:13,-5.681334,72.317497,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,04:32:18,-5.681368,72.31752,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,04:37:30,-5.681303,72.317528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,04:42:32,-5.681158,72.317368,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,04:47:34,-5.681136,72.316269,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,04:52:38,-5.681122,72.31646,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,04:57:41,-5.672321,72.324333,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,05:02:51,-5.681648,72.31736,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,05:08:26,-5.681528,72.312279,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,05:13:27,-5.681514,72.312286,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,05:18:29,-5.673895,72.325836,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,05:23:31,-5.68122,72.316566,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,05:28:32,-5.681223,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,05:33:33,-5.681207,72.316566,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,05:38:34,-5.681211,72.316559,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,05:43:35,-5.681205,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,05:48:36,-5.681217,72.316566,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,05:53:37,-5.681212,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,05:58:38,-5.681203,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,06:03:43,-5.68121,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,06:08:45,-5.681242,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,06:13:47,-5.681229,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,06:18:50,-5.681203,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,06:23:53,-5.681224,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,06:28:56,-5.681244,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,06:33:59,-5.681222,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,06:39:03,-5.681226,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,06:44:07,-5.681208,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,06:49:11,-5.68122,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,06:54:14,-5.681225,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,06:59:19,-5.681226,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,07:04:26,-5.681236,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,07:09:31,-5.681222,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,07:14:37,-5.681225,72.316513,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,07:19:42,-5.681229,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,07:24:47,-5.67447,72.323189,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,07:29:50,-5.682127,72.314178,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,07:34:52,-5.676595,72.3283,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,07:39:55,-5.660568,72.350143,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,07:44:58,-5.668714,72.334396,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,07:50:03,-5.681236,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,07:55:09,-5.681251,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,08:00:16,-5.681229,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,08:05:22,-5.681231,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,08:10:28,-5.68124,72.316505,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,08:15:35,-5.681249,72.316574,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,08:20:41,-5.681211,72.316452,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,08:25:49,-5.681231,72.316582,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,08:30:58,-5.681194,72.316422,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,08:36:09,-5.68126,72.316673,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,08:41:28,-5.681187,72.316475,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,08:46:39,-5.68123,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,08:51:50,-5.681169,72.31646,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,08:57:02,-5.681212,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,09:02:51,-5.681218,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,09:08:00,-5.681236,72.316513,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,09:13:06,-5.681223,72.316559,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,09:18:11,-5.681232,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,09:23:16,-5.681243,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,09:28:21,-5.68124,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,09:33:25,-5.681216,72.316566,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,09:38:29,-5.681207,72.316582,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,09:43:32,-5.681157,72.316597,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,09:48:34,-5.681221,72.316582,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,09:53:36,-5.681208,72.31662,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,09:58:39,-5.681216,72.316582,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,10:03:48,-5.681236,72.316597,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,10:08:56,-5.681195,72.316597,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,10:14:02,-5.681232,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,10:19:09,-5.68123,72.316574,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,10:24:18,-5.681286,72.316628,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,10:29:29,-5.681229,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,10:34:38,-5.681263,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,10:39:48,-5.681208,72.316483,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,10:45:00,-5.681225,72.316498,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,10:50:11,-5.681217,72.31646,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,10:55:23,-5.681213,72.31649,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,11:00:36,-5.681234,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,11:05:43,-5.681231,72.316513,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,11:10:49,-5.681225,72.316498,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,11:15:56,-5.681224,72.31646,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,11:21:02,-5.681235,72.31646,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,11:26:10,-5.681256,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,11:31:15,-5.681237,72.316513,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,11:36:21,-5.681246,72.316574,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,11:41:27,-5.681214,72.316597,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,11:46:34,-5.681181,72.31662,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,11:51:41,-5.681234,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,11:56:45,-5.681257,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,12:01:52,-5.680946,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,12:06:56,-5.6672,72.325676,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,12:11:59,-5.642806,72.342384,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,12:17:02,-5.621817,72.355011,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,12:22:05,-5.602008,72.366425,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,12:27:08,-5.609278,72.382523,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,12:32:30,-5.602093,72.388321,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,12:37:34,-5.604495,72.390907,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,12:42:37,-5.607111,72.407608,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,12:47:40,-5.583939,72.426353,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,12:52:43,-5.543057,72.430862,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,12:57:47,-5.532249,72.420601,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,13:04:15,-5.534353,72.420151,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,13:12:21,-5.534705,72.423653,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,13:21:33,-5.536713,72.425552,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,13:26:45,-5.530771,72.43335,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,13:33:24,-5.53665,72.426643,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,13:38:31,-5.540136,72.401558,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,13:43:42,-5.544823,72.402939,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,13:48:52,-5.543712,72.416397,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,13:54:00,-5.547422,72.41301,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,13:59:12,-5.547915,72.409454,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,14:04:28,-5.550948,72.412247,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,14:09:37,-5.558776,72.4049,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,14:14:51,-5.559606,72.39904,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,14:20:00,-5.586406,72.378006,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,14:25:07,-5.611205,72.359138,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,14:30:15,-5.636379,72.33989,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,14:35:23,-5.664131,72.323082,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,14:40:37,-5.681221,72.316559,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,14:46:00,-5.681266,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,14:51:03,-5.681215,72.316559,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,14:56:04,-5.68121,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,15:01:07,-5.681239,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,15:06:08,-5.681199,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,15:11:09,-5.681228,72.316566,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,15:16:10,-5.681219,72.316559,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,15:21:11,-5.681206,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,15:26:12,-5.681182,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,15:31:13,-5.681247,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,15:36:14,-5.681257,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,15:41:15,-5.681263,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,15:46:16,-5.681248,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,15:51:17,-5.681259,72.316559,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,15:56:18,-5.681264,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,16:01:21,-5.681245,72.316505,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,16:06:22,-5.681262,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,16:11:23,-5.681227,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,16:16:24,-5.681237,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,16:21:25,-5.681234,72.316505,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,16:26:26,-5.681228,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,16:31:27,-5.681218,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,16:36:28,-5.681239,72.316513,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,16:41:29,-5.68124,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,16:46:30,-5.681231,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,16:51:31,-5.681202,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,16:56:33,-5.681138,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,17:02:02,-5.681216,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,17:07:03,-5.681223,72.316574,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,17:12:04,-5.681251,72.316559,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,17:17:05,-5.681257,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,17:22:06,-5.681226,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,17:27:07,-5.681226,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,17:32:08,-5.681196,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,17:37:09,-5.681209,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,17:42:11,-5.68121,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,17:47:13,-5.681187,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,17:52:14,-5.681191,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,17:57:16,-5.681273,72.316513,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,18:02:23,-5.681174,72.316559,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,18:07:24,-5.681145,72.316574,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,18:12:25,-5.681175,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,18:17:26,-5.681199,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,18:22:27,-5.681173,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,18:27:28,-5.681203,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,18:32:29,-5.681155,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,18:37:30,-5.681186,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,18:42:31,-5.681186,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,18:47:32,-5.681191,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,18:52:33,-5.681204,72.316505,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,18:57:35,-5.681199,72.31649,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,19:02:42,-5.681221,72.316505,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,19:07:44,-5.681223,72.316513,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,19:12:46,-5.681213,72.316505,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,19:17:48,-5.681209,72.316513,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,19:22:50,-5.681185,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,19:27:52,-5.681199,72.316498,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,19:32:55,-5.681197,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,19:37:56,-5.681183,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,19:42:57,-5.681186,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,19:48:00,-5.68121,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,19:53:02,-5.681216,72.316505,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,19:58:04,-5.681205,72.316513,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,20:03:10,-5.681183,72.316483,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,20:08:13,-5.681187,72.31649,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,20:13:15,-5.681196,72.31649,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,20:18:17,-5.681213,72.316498,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,20:23:19,-5.681214,72.316498,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,20:28:22,-5.681222,72.316505,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,20:33:26,-5.681209,72.31649,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,20:38:29,-5.681213,72.316521,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,20:43:35,-5.681213,72.316513,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,20:48:38,-5.681213,72.316559,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,20:53:39,-5.681158,72.316452,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,20:58:41,-5.681201,72.316513,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,21:04:20,-5.681205,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,21:09:22,-5.681227,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,21:14:23,-5.681181,72.316544,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,21:19:24,-5.681193,72.316536,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,21:24:25,-5.681198,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,21:29:26,-5.6812,72.316528,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,21:34:27,-5.681221,72.316551,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,21:39:28,-5.68122,72.316559,GV37501,unknown,NA,NA
GV37734,Adult,chick-rearing,2018-07-08,21:44:29,-5.681219,72.316528,GV37501,unknown,NA,NA
